u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque
-0.0088019924717025,0.2415932220281909,0.165186821788997,0.017199173714386,0.2000628391499781,6.560974922337479e-07,-0.0071917639123728,0.0036390110643238,0.2037264903427877,0.2227006053224109,0.7291860822232553,4.3242179563113223e-14
0.628062629645561,0.2432572398114243,0.1652817560686769,-0.2209607313029143,0.2000547673275484,0.2894046640923239,-0.0284094244925399,0.1472924529864169,0.2034565142644355,0.2240784560599797,0.7286193221062308,0.1165827651209095
0.6132603345967069,0.2419387181217302,0.1647157219855312,-0.7501803347256153,0.2006152814033059,0.5874593814160823,-0.4377795174480123,0.2753749501890789,0.2060072449363029,0.2243090782011985,0.7284729036527449,0.2852655977703436
0.8616646134892899,0.2435149988581054,0.1713896757462545,-0.4419641558601316,0.2056366490096584,0.7251718556105526,-0.3736293758673177,0.1251423986436827,0.2088775439376133,0.2259433847750466,0.7279405987686595,0.1244790936494394
0.9267377991802468,0.2416921192688726,0.178511608799525,-0.1240498844500519,0.2076002030884289,0.7920891179197557,-0.3737220688039667,0.0267100129688317,0.2100492157185474,0.2285237925557222,0.7272202923406156,0.0243074754540051
0.8589899841262032,0.2434882962323779,0.1840624143731197,0.4105047339237486,0.2123686490752261,0.8909468820448323,-0.4450290956909792,-0.1153492484884427,0.2117304799712217,0.2291953372934253,0.7273294549560753,-0.1249147817148041
0.7473213005954392,0.2423824332875754,0.1872230037524646,0.5905843189319445,0.2195549141941467,0.9788840916152068,-0.5210442140695007,-0.1547684820149728,0.2148239183985594,0.2304045175789734,0.7270827655340169,-0.1682021274355264
0.8549972281450801,0.2436377214308435,0.200096049555499,-0.3158443320444494,0.2228177409071897,0.8694041728791558,-0.4437753818953077,0.0732401532588004,0.2204336651285698,0.2318518030427742,0.7268793751049548,0.0760584604162763
0.9578391568499834,0.2423663151333283,0.2094457958409724,-0.1133461547306981,0.2296827463876809,0.8623437290512472,-0.3911380075050492,0.0184696115391273,0.2208333630834066,0.2346365373386796,0.729290803856205,0.0166319974172716
0.8612612675619432,0.2436422355329462,0.2141268571541934,0.4365869645052875,0.2344132470160812,0.8572689200331508,-0.4283755593344246,-0.125207126352402,0.2260397322351378,0.2365573688928441,0.7297924528502827,-0.1342446881809204
0.9338340564053916,0.2427426980254997,0.220884698114547,0.2703772173064758,0.2358180035999644,0.8759134956077403,-0.4047401617283278,-0.0797269435854572,0.2291078563800984,0.2399374129029951,0.7297610040088174,-0.0854804662482109
0.9542850127972956,0.2442892276514912,0.2233247752993524,0.0684176507471262,0.2427959024978841,0.8839867420330302,-0.4003101077539379,-0.0266022510833298,0.2318825657520348,0.2444874991240054,0.72929878400555,-0.0304401430916282
0.966888875206886,0.2427083184200908,0.2282133549483439,0.1169215547455095,0.2496267242620581,0.8729103084807691,-0.3889726192356973,-0.0398232611595306,0.2326993857940492,0.2454327844839271,0.7288958132945931,-0.0434128633002377
0.9561441929695788,0.2446255379246717,0.2335678433968549,-0.099145174436468,0.2542932911377824,0.8809269576013397,-0.3989217056224953,0.0126908955301627,0.2352190397475737,0.2468706475898727,0.7284333109565961,0.0105362780914338
0.9112195966657014,0.2432807532386334,0.2367602133769235,0.3358159629556949,0.2603101393114485,0.912353471108588,-0.4275853077420347,-0.0925653085376965,0.2386730189561967,0.2493406680409395,0.7266323613401109,-0.0995044715626589
0.8371631005220149,0.2447558982090615,0.2423796847323406,0.4886308239549715,0.2653845743236798,0.907107520449445,-0.4572303507650118,-0.134927590885786,0.2416797854362946,0.2521526883418138,0.7283614829147936,-0.1456823598072268
0.9501772054578408,0.2438434987325764,0.2488930518007515,-0.0473980422984409,0.2695264943827997,0.8732951139907277,-0.3959750505862603,0.0006805577620501,0.2463339470761721,0.2562587089034129,0.7305269024909515,-0.0026757414063761
0.9477995358707988,0.2454074051515826,0.2550208693103723,-0.096261406951104,0.2762022049725546,0.9090770421000904,-0.4137062562347431,0.0105809034023664,0.2493026460625223,0.2579392699555953,0.7305948418212694,0.0089655807820882
0.8261937562824786,0.2442002759175196,0.2586716944317878,0.4770827528188077,0.2799572968020781,0.9729716385070516,-0.483731755346683,-0.1256778039693864,0.2508794686135867,0.2595735879434899,0.7304298468221996,-0.1355215729572003
0.9501942688120288,0.2455842573589795,0.2654242255106615,0.1158337338331521,0.2829435430006257,0.9229196185513664,-0.4151743567133084,-0.0407326663381038,0.2525993491472547,0.2605126589683242,0.7291988492513104,-0.0434223557560908
0.78198211948553,0.2445099088505424,0.2696864397331086,-0.4717496320235346,0.2881861480532924,0.8899126401529317,-0.4837162225952667,0.1082993288738082,0.2566062532264396,0.2608294350147622,0.7309463692448234,0.1169296188973795
0.3070424093413732,0.2459343173619319,0.2738686991309303,-0.9300295881900832,0.291839114915097,0.8215617901670842,-0.6944270855322775,0.2495282476643712,0.2611214264096377,0.2632771836075027,0.7304441635820851,0.2891890161511413
0.5132096579141096,0.2448624530203116,0.279177653207161,-0.8321930672189375,0.2970954897920672,0.8110411811228898,-0.5850860132760078,0.2179269953656765,0.2677155800689195,0.270310967382502,0.7326852582326019,0.2396575432009955
