u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque
-0.0043355832101958,0.183823191277092,0.140423141031467,0.0078322705718936,0.1749798759039123,0.0004374788294372,-0.0040406215561829,0.002047529029065,0.2208248257564076,0.1927926267601808,0.7141852100550398,0.0005001251304787
0.0718374782059486,0.1867310769643887,0.140423141031467,0.0082715463234414,0.1746255356015881,0.0337184233381247,-0.0070805992568243,0.0035775728236713,0.2209336860289759,0.1911323043456219,0.7241210056033348,-0.0114006805358816
0.1786538455843123,0.1839864071419116,0.140423141031467,-0.1185800655268569,0.1746060951878288,0.0816091742037434,-0.1052198318196043,0.3106411579263274,0.2209650983624083,0.1916811000392311,0.7234141846946263,0.2745453009511104
0.1783000806180966,0.1863233001298194,0.140423141031467,-0.1648616927864192,0.174820195309914,0.0832684717755025,-0.1546836378409951,0.4349583866180111,0.2217303101920077,0.1909679843210845,0.7225529834679545,0.3928604167019872
0.1782782167245412,0.1838224591148275,0.1427554262259727,-0.1665574049675538,0.1753256119915578,0.0833300611790448,-0.1564508624561082,0.4393933340299157,0.2218414201987717,0.1917646366135599,0.7240961035488285,0.3970306519569699
0.1782711485937066,0.1867867963900597,0.1505975778353988,-0.1665993424344403,0.1764318413904616,0.0833348524267232,-0.1565202396410916,0.4395497616261915,0.22167134700921,0.1915328084770368,0.7239125362841877,0.3971067396188426
0.1782971702112823,0.1839483347041552,0.157589791974792,-0.1665400035290117,0.1771050147012674,0.0833313378278424,-0.1565131729381117,0.4395567409369856,0.2220174535050455,0.192508489265376,0.6977486120830606,0.3970830334744789
0.1782775428865103,0.186123213324293,0.1625877907567907,-0.1666235739376103,0.1773071370749979,0.0833323906816315,-0.1565142981218871,0.4395557800173835,0.2223622336650493,0.1927442019468905,0.6941179422159314,0.3971571626755965
0.1782953924258391,0.1839487664921574,0.1648201769620733,-0.1665147714431256,0.1773219601775137,0.0833341912141986,-0.1565192928401098,0.4395556788679517,0.2225678996642725,0.1933271288367831,0.696116068165555,0.3971058334653589
0.1782620446117999,0.1857250296927285,0.1668214894113547,-0.166649908114604,0.1773224883570286,0.0833319888678666,-0.1565130219988247,0.4395556282932358,0.2228654857733525,0.1944095214702977,0.7005098214386072,0.3970946965467368
0.1782799371620669,0.1838243552273588,0.1699376659451199,-0.1666292874099315,0.1773225053950775,0.0833314700703473,-0.1565142157913669,0.4395552742702245,0.2228115257307808,0.1945860419832303,0.7095032512085101,0.3971038457738464
0.1783109193745083,0.185245369542494,0.175034646221573,-0.1665530256055207,0.1775337090488549,0.0833340844029446,-0.1565185107001684,0.439554515649486,0.2234682634362184,0.1951895795899944,0.7151467646983756,0.39701735196229
